"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.415860460E2,1.331605792E0,3.427419424E0,8.239685059E0
1.416058058E2,2.311466694E0,3.451347589E0,8.179863930E0
1.416255588E2,2.455335140E0,3.163909674E0,7.759325504E0
1.416453093E2,1.247856975E0,3.338585854E0,7.398906708E0
1.416650403E2,-1.534397453E-1,3.668197155E0,6.779763699E0
1.416847932E2,-8.362914920E-1,3.950849295E0,6.628716946E0
1.417045792E2,-9.535398483E-1,4.289732933E0,6.894619465E0
1.417243472E2,-6.912266612E-1,4.332803726E0,7.255337238E0
1.417441002E2,-6.254240274E-1,4.421637058E0,7.709076405E0
1.417638404E2,-5.126622319E-1,4.293322086E0,8.142775536E0
1.417835878E2,-4.851447940E-1,4.164109707E0,8.694919586E0
1.418033407E2,-5.703890920E-1,4.028615952E0,9.386145592E0
1.418230719E2,-4.935196638E-1,3.835694790E0,9.870991707E0
1.418428483E2,-3.643072546E-1,3.839283943E0,1.015723324E1
1.418626012E2,-1.594218016E-1,4.162913322E0,1.032144070E1
1.418823690E2,-3.379862010E-2,4.445565224E0,1.022094154E1
1.419020985E2,-3.260220960E-2,4.743771076E0,9.878170013E0
1.419218514E2,5.024927482E-2,4.868197441E0,9.949057579E0
1.419416132E2,2.584248483E-1,4.592723846E0,9.800403595E0
1.419613731E2,3.349951655E-2,4.581956387E0,9.652048111E0
1.419811261E2,-5.150550604E-1,5.024030209E0,9.367900848E0
1.420009034E2,-1.147657514E0,5.600102425E0,9.417252541E0
1.420206300E2,-1.475773335E0,5.413163185E0,9.910472870E0
1.420403829E2,-7.905287743E-1,4.469493389E0,1.078624630E1
1.420601395E2,-3.595215976E-1,3.829712629E0,1.117059326E1
1.420799078E2,-3.343969584E-1,3.212962627E0,1.072283649E1
1.420996607E2,-9.846464992E-1,3.181855917E0,9.639784813E0
1.421193806E2,-1.866102576E0,3.450151205E0,8.703293800E0
1.421391685E2,-2.375175476E0,3.358027458E0,8.251648903E0
1.421589215E2,-2.750250578E0,3.309871912E0,8.252845764E0
1.421786647E2,-2.649452925E0,3.065505028E0,8.345268250E0
1.421984485E2,-2.002792597E0,2.343470573E0,8.742775917E0
1.422182017E2,-1.506880045E0,1.673779488E0,9.220742226E0
1.422379343E2,-1.418345571E0,1.533799291E0,9.412467003E0
1.422576761E2,-1.048056364E0,1.643869162E0,9.055337906E0
1.422774293E2,-6.553342938E-1,1.851147413E0,8.571390152E0
1.422971789E2,-4.289134443E-1,2.105085611E0,8.291130066E0
1.423169858E2,-2.539383173E-1,2.465504646E0,8.147561073E0
1.423367390E2,-3.858426586E-2,2.667997360E0,8.215756416E0
1.423565126E2,4.905286431E-2,2.760120869E0,8.173882484E0
1.423762040E2,-2.183450572E-2,3.126821041E0,8.047062874E0
1.423959572E2,-1.498505175E-1,3.393919706E0,8.070990562E0
1.424157408E2,-1.929213256E-1,3.561417341E0,8.595617294E0
1.424354951E2,-2.997010350E-1,3.694518089E0,9.156135559E0
1.424552483E2,-3.966103494E-1,3.986741543E0,9.542876244E0
1.424749710E2,-9.361918271E-2,4.052544117E0,1.011535835E1
1.424947305E2,3.640081584E-1,3.778266907E0,1.098126125E1
1.425144837E2,7.770691514E-1,3.562613726E0,1.144726372E1
1.425342753E2,1.204786181E0,3.460918903E0,1.100189972E1
1.425539975E2,1.095912814E0,3.664607763E0,1.023170948E1
1.425737507E2,1.048953652E0,3.717249870E0,9.798010826E0
1.425934873E2,8.635098934E-1,3.137588739E0,9.719047546E0
1.426132618E2,7.316055298E-1,2.510968208E0,1.061964607E1
1.426330151E2,1.119840980E0,1.918146491E0,1.122921753E1
1.426527635E2,1.598704576E0,1.814058661E0,1.135753250E1
1.426725216E2,1.853839397E0,1.900200248E0,1.095374393E1
1.426922748E2,1.896012783E0,2.126621008E0,1.006750202E1
1.427120216E2,1.790429592E0,2.173281193E0,9.033802986E0
1.427317920E2,1.670788407E0,2.040479422E0,8.412266731E0
1.427515453E2,1.519741535E0,1.975574136E0,8.327322006E0
1.427713068E2,1.280160069E0,1.787737608E0,8.454141617E0
1.427910415E2,8.084749579E-1,1.859522343E0,8.308178902E0
1.428107947E2,3.317050338E-1,2.201995134E0,8.146365166E0
1.428305677E2,2.584248483E-1,2.441576481E0,7.868498325E0
1.428503279E2,1.208375469E-1,2.708675146E0,7.622934818E0
1.428700811E2,7.058826834E-2,2.810669184E0,7.578667641E0
1.428898335E2,2.488535494E-1,2.889632463E0,7.729415417E0
1.429095837E2,2.117647976E-1,3.018844843E0,8.069794655E0
1.429293368E2,5.623133108E-2,3.102892876E0,8.588438988E0
1.429490928E2,-3.726821244E-1,3.193820000E0,9.062516212E0
1.429688196E2,-7.737790346E-1,3.493221998E0,9.337990761E0
1.429885728E2,-1.172782183E0,3.809373617E0,9.399306297E0
1.430083452E2,-1.419542074E0,4.069293976E0,9.230313301E0
1.430280958E2,-1.681855202E0,4.379463673E0,9.396913528E0
1.430478491E2,-1.711765528E0,4.263411522E0,9.872187614E0
1.430676184E2,-1.559522152E0,3.984348774E0,1.023410225E1
1.430873578E2,-1.854138494E0,4.350749969E0,1.006152058E1
1.431071110E2,-1.972882271E0,4.641777039E0,9.793225288E0
1.431268785E2,-1.498505235E0,4.500600338E0,1.010937691E1
1.431466618E2,-7.797610760E-1,4.185645103E0,1.071057320E1
1.431664150E2,-2.012962103E-1,3.236890793E0,1.088554859E1
1.431861535E2,-3.379862010E-1,2.856132984E0,1.062921715E1
1.432059100E2,-9.738788009E-1,3.267997503E0,1.000289631E1
1.432256634E2,-1.443470240E0,3.575774431E0,9.406484604E0
1.432454262E2,-1.375274777E0,3.452543974E0,9.396913528E0
1.432651429E2,-5.727819204E-1,2.972184896E0,9.841081619E0
1.432848963E2,6.442674994E-1,2.028515339E0,1.047607708E1
1.433046697E2,1.065703392E0,1.748256087E0,1.054307556E1
1.433244310E2,8.898309469E-1,1.842772484E0,9.928718567E0
1.433441845E2,4.034897089E-1,2.284846544E0,8.458927155E0
1.433639475E2,2.249253243E-1,2.857329369E0,7.704290867E0
1.433836840E2,3.580260873E-1,3.238087177E0,7.134200573E0
1.434034374E2,5.039882660E-1,3.258426189E0,6.867101669E0
1.434231989E2,5.581258535E-1,3.130410194E0,7.341478825E0
1.434429390E2,3.532404304E-1,3.060719252E0,7.942675591E0
1.434626925E2,-3.858426586E-2,3.053540707E0,8.425427437E0
1.434824828E2,-7.223333120E-1,3.190230846E0,8.930911064E0
1.435022128E2,-1.129711390E0,3.183052301E0,9.523733139E0
1.435219662E2,-1.034895778E0,3.057130098E0,9.947860718E0
1.435417484E2,-1.054038405E0,3.142374277E0,1.001486015E1
1.435614916E2,-8.937192559E-1,3.082553864E0,1.001246738E1
1.435812451E2,-7.390831113E-1,3.043969393E0,9.583553314E0
1.436010089E2,-5.452644825E-1,3.154338360E0,9.146564484E0
1.436207791E2,-2.084746659E-1,3.021237612E0,8.923732758E0
1.436405326E2,-2.395813614E-1,3.266801119E0,9.099605560E0
1.436606171E2,-4.707878530E-1,3.699303865E0,9.492626190E0
1.436800288E2,-1.821536273E-1,3.749552965E0,1.000169945E1
1.436997822E2,4.345964193E-1,3.544667721E0,1.035613632E1
1.437195156E2,1.085145116E0,3.230908871E0,1.107727337E1
1.437392811E2,1.809572101E0,2.571087837E0,1.149631596E1
1.437590345E2,1.733001828E0,2.332702875E0,1.159831047E1
1.437787954E2,9.795617461E-1,2.109871387E0,1.112154007E1
1.437985539E2,2.141576260E-1,2.528914452E0,1.032263660E1
1.438183074E2,2.632105052E-1,2.888436079E0,9.606286049E0
1.438380571E2,1.038185954E0,2.750549555E0,8.862715721E0
1.438578315E2,1.504188180E0,2.632104874E0,8.507980347E0
1.438775850E2,1.370190024E0,2.696711063E0,8.282755852E0
1.438973357E2,1.042971611E0,2.700300455E0,8.032406807E0
1.439171238E2,4.022932947E-1,2.874078989E0,7.892426491E0
1.439368772E2,-7.806584239E-2,3.043969393E0,7.876873016E0
1.439566428E2,-6.969095767E-2,3.102892876E0,7.960621834E0
1.439766913E2,2.045863420E-1,3.208176851E0,8.141578674E0
1.439964447E2,4.621138871E-1,3.294318676E0,8.176275253E0
1.440158513E2,4.692923427E-1,3.360420227E0,8.146365166E0
1.440356234E2,2.524427772E-1,3.614358664E0,8.248059273E0
1.440553769E2,4.334000051E-1,3.748356581E0,8.653044701E0
1.440751035E2,6.155536175E-1,3.756731510E0,9.045766830E0
1.440948558E2,5.772684813E-1,3.755535126E0,9.247062683E0
1.441146093E2,-1.307079345E-1,4.053740501E0,9.597910881E0
1.441343883E2,-1.190728426E0,4.195216179E0,9.684351921E0
1.441541138E2,-2.291426897E0,4.165306091E0,9.614660263E0
1.441738672E2,-2.722733021E0,4.131507397E0,9.805189133E0
1.441936513E2,-2.136790514E0,3.935296059E0,9.862616539E0
1.442134067E2,-1.555932879E0,3.913760424E0,1.012134075E1
1.442331604E2,-1.671087503E0,4.314857483E0,1.048325539E1
1.442528956E2,-2.041077614E0,4.540081978E0,1.108445168E1
1.442726674E2,-1.901097536E0,4.105186462E0,1.115025425E1
1.442924210E2,-1.649552107E0,3.674179077E0,1.121127129E1
1.443121716E2,-1.706979871E0,3.297907829E0,1.113111210E1
1.443319603E2,-2.200499535E0,3.265604734E0,1.080299568E1
1.443517140E2,-2.705983400E0,3.680161238E0,1.027956581E1
1.443714105E2,-2.165803671E0,3.730410576E0,9.880562782E0
1.443911920E2,-1.084247708E0,3.520739317E0,9.298508644E0
1.444109457E2,-3.523431420E-1,3.315854073E0,9.015856743E0
1.444306917E2,4.357928336E-1,2.496611357E0,8.850751877E0
1.444507208E2,6.813562512E-1,1.986341953E0,8.740383148E0
1.444704745E2,9.571290761E-2,2.060818434E0,8.679366112E0
1.444899460E2,-5.488536954E-1,2.300399780E0,8.706883430E0
1.445096641E2,-7.307082415E-1,2.301596165E0,8.673383713E0
1.445294178E2,-6.134598851E-1,2.253440619E0,8.200202942E0
1.445492053E2,-3.164508045E-1,2.530110836E0,7.515257835E0
1.445689564E2,3.053839803E-1,3.221337557E0,6.776174545E0
1.445887102E2,6.059823632E-1,3.716053486E0,6.275476456E0
1.446084592E2,3.041875660E-1,4.196412563E0,6.173781395E0
1.446282063E2,2.285145670E-1,4.473083019E0,6.692126751E0
1.446479599E2,2.862414122E-1,4.883750916E0,7.558328629E0
1.446677072E2,1.830509305E-1,5.315057278E0,8.363214493E0
1.446874512E2,-2.991028305E-4,5.657529831E0,9.076873779E0
1.447072049E2,2.273181453E-2,5.938985825E0,9.811170578E0
1.447269756E2,5.461617708E-1,5.827719688E0,1.025683403E1
1.447467637E2,7.818548083E-1,5.789434433E0,1.050718307E1
1.447665174E2,6.837490797E-1,6.105586052E0,1.078863907E1
1.447865785E2,1.141376376E0,5.976074696E0,1.125703430E1
1.448060142E2,1.897209287E0,5.408377171E0,1.137189007E1
1.448257679E2,2.554637194E0,4.695914268E0,1.117298603E1
1.448455196E2,2.757129908E0,3.653840065E0,1.074197865E1
1.448652435E2,2.342573404E0,2.773281336E0,1.005912685E1
1.448849972E2,9.257232547E-1,2.931506872E0,9.027820587E0
1.449047420E2,1.651047617E-1,2.973381281E0,7.957032681E0
1.449245279E2,-2.709871531E-1,3.440579891E0,7.313961506E0
1.449442815E2,-1.474576890E-1,3.908974886E0,6.783353329E0
1.449640206E2,9.089735150E-1,3.810570002E0,6.597609997E0
1.449837849E2,1.752144337E0,3.360420227E0,6.800102711E0
1.450035386E2,1.839482427E0,2.950649500E0,7.038487911E0
1.450232745E2,1.234696507E0,2.758924484E0,7.383353233E0
1.450430503E2,1.938186288E-1,3.202194929E0,7.473084450E0
1.450628040E2,-3.655036688E-1,3.608077526E0,7.639684677E0
1.450825644E2,-3.750749528E-1,3.739981890E0,7.900801182E0
1.451022883E2,1.483550072E-1,3.876372576E0,8.065009117E0
1.451220421E2,9.484550953E-1,3.931706667E0,8.297112465E0
1.451418640E2,1.302891970E0,4.046562195E0,8.340482712E0
1.451615646E2,1.281356573E0,4.106382847E0,8.322536469E0
1.451813183E2,1.168893814E0,4.223930359E0,8.557032585E0
1.452010913E2,7.866404653E-1,4.463511467E0,8.893822670E0
1.452208297E2,4.046861231E-1,4.665705204E0,9.278169632E0
1.452405833E2,1.268195957E-1,4.785645485E0,9.709476471E0
1.452603323E2,1.208375469E-1,4.826323509E0,1.003400230E1
1.452800649E2,3.520440459E-1,4.713860512E0,1.025085258E1
1.452998185E2,4.872384965E-1,4.587938309E0,1.039083195E1
1.453195894E2,4.489533603E-1,4.444368839E0,1.034417248E1
1.453393633E2,1.280160099E-1,4.445565224E0,1.025204849E1
1.453591169E2,-3.296113312E-1,4.754538536E0,1.002802086E1
1.453788702E2,-5.775675774E-1,4.892126083E0,9.800403595E0
1.453986216E2,-6.541379094E-1,4.685146809E0,9.545269012E0
1.454183752E2,-7.666005492E-1,4.348356724E0,9.233902931E0
1.454381184E2,-7.498508096E-1,3.688536167E0,8.968000412E0
1.454578532E2,-9.643075466E-1,3.317050457E0,8.766703606E0
1.454776068E2,-1.705783486E0,3.439383507E0,8.515158653E0
1.454973889E2,-2.493919373E0,3.799802303E0,8.505587578E0
1.455171289E2,-2.739482880E0,4.062115669E0,8.504390717E0
1.455368826E2,-2.091326952E0,3.859622955E0,8.578866959E0
1.455566686E2,-4.001995921E-1,3.408276796E0,8.657830238E0
1.455763837E2,6.430711150E-1,3.221337557E0,8.486444473E0
1.455961373E2,1.162911773E0,2.664407969E0,8.018049240E0
1.456159047E2,8.682954907E-1,2.685943365E0,7.619345665E0
1.456356637E2,-6.729813665E-2,3.024827003E0,7.747361660E0
1.456554173E2,-7.007979155E-1,2.908775091E0,8.260024071E0
1.456751587E2,-9.092726111E-1,2.708675146E0,8.914161682E0
1.456948940E2,-9.595218897E-1,2.853740215E0,9.410074234E0
1.457146477E2,-7.103692293E-1,3.190230846E0,9.575179100E0
1.457344334E2,-4.600201547E-1,3.300300598E0,9.419645309E0
1.457541601E2,-5.895316601E-1,3.538685560E0,9.422038078E0
1.457739138E2,-6.505486369E-1,3.647858143E0,9.594321251E0
1.457936705E2,-2.781656384E-1,3.744767427E0,1.008185863E1
1.458134584E2,5.003990531E-1,3.606881142E0,1.051914787E1
1.458332120E2,8.021938205E-1,3.356831074E0,1.073958588E1
1.458529626E2,5.075774789E-1,3.458526134E0,1.050598717E1
1.458727127E2,1.627119333E-1,4.081258297E0,9.725028992E0
1.458924663E2,2.596212626E-1,4.704289436E0,9.618249893E0
1.459122596E2,1.378564954E0,4.004687786E0,1.006271648E1
1.459319684E2,1.683948994E0,3.339782238E0,1.109880829E1
1.459517220E2,1.843071699E0,2.020140409E0,1.164497089E1
1.459714813E2,1.419242978E0,9.227322340E-1,1.152891827E1
1.459912353E2,4.920241535E-1,1.150349498E0,1.114307594E1
1.460109889E2,1.232303679E-1,1.803290963E0,1.012612629E1
1.460307550E2,3.747758567E-1,2.393719912E0,9.001500130E0
1.460505094E2,1.237089276E0,2.729014158E0,8.215756416E0
1.460702631E2,1.952244163E0,2.907578707E0,7.138986588E0
1.460899891E2,1.929512382E0,3.020041227E0,6.586842537E0
1.461097407E2,1.416850090E0,3.010469913E0,6.576074600E0
1.461294944E2,7.962117195E-1,2.585444927E0,6.718746662E0
1.461492892E2,-2.383849621E-1,2.648854733E0,7.432406425E0
1.461690261E2,-1.024128079E0,3.161516905E0,8.352446556E0
1.461887797E2,-8.207381964E-1,3.305086374E0,9.209974289E0
1.462085477E2,-1.546361595E-1,3.303889751E0,9.793225288E0
1.462282932E2,3.735794425E-1,3.303889751E0,9.965806961E0
1.462480470E2,5.988038778E-1,3.216551781E0,9.781260490E0
1.462677976E2,2.380858511E-1,3.339782238E0,9.466305733E0
1.462875443E2,-3.355933726E-1,3.480061531E0,9.249456406E0
1.463072981E2,-5.835496187E-1,3.555435419E0,9.153742790E0
1.463270809E2,-4.923232496E-1,3.738785267E0,9.279366493E0
1.463468549E2,-3.367897868E-1,3.876372576E0,9.720243454E0
1.463666087E2,7.298108935E-2,3.798605919E0,1.029990482E1
1.463863434E2,6.717849374E-1,3.701696634E0,1.076351452E1
1.464060887E2,9.783653617E-1,3.565006733E0,1.078744221E1
1.464258424E2,5.856433511E-1,3.521935940E0,1.071685410E1
1.464455699E2,-1.223330572E-1,3.901796341E0,1.049162960E1
1.464653547E2,-3.068794906E-1,3.987937927E0,1.029272652E1
1.464851084E2,-1.917249113E-1,3.773481369E0,1.040638542E1
1.465048438E2,2.584248483E-1,3.242872953E0,1.041356373E1
1.465246025E2,4.645066857E-1,2.521735907E0,1.026161957E1
1.465443562E2,-1.235294715E-1,2.648854733E0,1.003639507E1
1.465641103E2,-6.290132403E-1,3.283550978E0,9.727422714E0
1.465838570E2,-4.504488707E-1,3.924528122E0,1.003160954E1
1.466036108E2,1.014257669E0,3.997509241E0,1.046291637E1
1.466233440E2,2.521137714E0,3.772284985E0,1.095135117E1
1.466431407E2,3.438486099E0,3.155534744E0,1.142094231E1
1.466628944E2,4.195515633E0,2.243869543E0,1.084726334E1
1.466826279E2,3.679263830E0,2.294417858E0,9.830313683E0
1.467024225E2,2.061117649E0,3.339782238E0,8.644669533E0
1.467221762E2,1.086341500E0,3.949652910E0,7.492226601E0
1.467418959E2,1.322034478E0,4.514957428E0,7.940282822E0
1.467616604E2,2.915056229E0,3.930510283E0,8.037192345E0
1.467814142E2,3.508177042E0,3.022433996E0,8.329714775E0
1.468011994E2,2.601297379E0,2.768495798E0,8.979964256E0
1.468209347E2,1.368993640E0,1.896611094E0,9.323633194E0
1.468406885E2,2.718844712E-1,1.103689432E0,9.528518677E0
1.468604221E2,-4.516452849E-1,1.029511929E0,9.686744690E0
1.468801862E2,-8.350951076E-1,1.098903775E0,9.766903877E0
1.468999399E2,-7.534400225E-1,1.167099237E0,9.844670296E0
1.469196852E2,-3.391826153E-1,1.018744230E0,9.614660263E0
1.469394224E2,-3.631108403E-1,9.840483069E-1,9.304491043E0
1.469591762E2,-6.302096844E-1,1.333699465E0,9.299705505E0
1.469789565E2,-6.170491576E-1,1.779362798E0,9.545269012E0
1.469987139E2,5.982056633E-2,2.160120726E0,9.430413246E0
1.470184676E2,9.185447693E-1,2.079961061E0,9.276973724E0
1.470382207E2,1.066899776E0,2.032104731E0,9.312865257E0
1.470579805E2,9.376873970E-1,1.842772484E0,9.414859772E0
1.470777343E2,4.067798331E-2,2.138585329E0,9.365508080E0
1.470974520E2,-1.103390336E0,2.693121910E0,9.201599121E0
1.471172489E2,-1.254138112E0,2.751745939E0,9.447162628E0
1.471370026E2,-1.417149186E0,2.937488794E0,1.014885807E1
1.471567636E2,-1.040877819E0,2.858525753E0,1.004477024E1
1.471765275E2,-5.679962635E-1,3.217748165E0,9.382556915E0
1.471962813E2,-6.131608039E-2,3.724428415E0,8.558229446E0
1.472160181E2,1.674975902E-1,3.999902248E0,7.812266827E0
1.472357684E2,6.221338734E-2,4.262215137E0,7.716254711E0
1.472555223E2,5.982056726E-3,4.252644062E0,8.320143700E0
1.472753083E2,2.814557552E-1,4.094418526E0,9.076873779E0
1.472950322E2,3.077768087E-1,4.133900166E0,9.487840652E0
1.473147860E2,-1.666002721E-1,4.392624378E0,9.423234940E0
1.473345330E2,-6.110670567E-1,4.589134693E0,8.973981857E0
1.473543363E2,-1.187139153E0,4.911268711E0,8.953642845E0
1.473740901E2,-1.050449133E0,4.980959415E0,9.265008926E0
1.473938176E2,-3.056831062E-1,4.651348114E0,9.885348320E0
1.474135467E2,-1.426720470E-1,4.598706245E0,1.019581699E1
1.474333006E2,-8.542376757E-1,4.878965378E0,1.043031406E1
1.474530541E2,-1.290030479E0,4.784449100E0,1.079342461E1
1.474728205E2,-1.080658555E0,4.502993107E0,1.136471081E1
1.474925744E2,-7.606185079E-1,4.002295017E0,1.148076344E1
1.475123508E2,-4.444667995E-1,3.676572084E0,1.098245811E1
1.475320859E2,-3.894318938E-1,3.741178274E0,1.058973598E1
1.475518398E2,-6.302096844E-1,3.755535126E0,1.049402237E1
1.475715817E2,-5.341976285E-1,3.218944550E0,1.010578728E1
1.475914025E2,-8.757730722E-1,3.149552822E0,9.171689034E0
1.476111563E2,-1.395613790E0,3.087339401E0,8.824131966E0
1.476308599E2,-1.563111424E0,2.683550596E0,9.097212791E0
1.476506135E2,-1.611266971E0,2.257030010E0,9.285347939E0
1.476703675E2,-1.689033628E0,2.267797709E0,9.012267113E0
1.476901264E2,-1.445863128E0,2.447558403E0,8.378767967E0
1.477098635E2,-1.199103236E0,2.807977438E0,8.659027100E0
1.477296175E2,-8.327022791E-1,2.426023006E0,8.982357025E0
1.477493930E2,-6.864410043E-1,2.166102648E0,8.930911064E0
1.477691555E2,-1.118943691E0,2.667997360E0,8.370392799E0
1.477889093E2,-1.194317579E0,2.912364244E0,7.698308468E0
1.478086701E2,-1.435095429E0,3.096910715E0,7.707880020E0
1.478284041E2,-1.254138112E0,3.017648458E0,8.001299858E0
1.478481580E2,-1.112961650E0,3.154338360E0,8.320143700E0
1.478679259E2,-1.219442248E0,3.300300598E0,8.463712692E0
1.478876928E2,-1.442273855E0,3.544667721E0,8.491230011E0
1.479074466E2,-1.579861164E0,3.866801500E0,8.346464157E0
1.479272067E2,-1.448255897E0,4.192823410E0,8.257631302E0
1.479469970E2,-1.036092162E0,4.227519512E0,8.509176254E0
1.479667509E2,-9.200403094E-1,4.223930359E0,8.868698120E0
1.479864694E2,-1.296012521E0,4.455136776E0,9.025427818E0
1.480062290E2,-1.344168067E0,4.678865433E0,9.055337906E0
1.480259829E2,-9.188438654E-1,4.737788677E0,9.291330338E0
1.480457583E2,-3.966103494E-1,4.774877548E0,9.685547829E0
1.480654903E2,-7.477570791E-3,4.384249210E0,9.976574898E0
1.480852441E2,-1.465603895E-2,4.304089546E0,1.023051357E1
1.481049866E2,-4.468596280E-1,4.288536549E0,1.037886810E1
1.481247631E2,-4.743770957E-1,4.062115669E0,1.002203846E1
1.481445170E2,3.089732230E-1,3.902992725E0,9.650852203E0
1.481642920E2,7.926225066E-1,3.688536167E0,9.601499557E0
1.481840259E2,6.933203340E-1,3.349652529E0,9.704689980E0
1.482037798E2,5.303093195E-1,3.080160856E0,9.583553314E0
1.482235142E2,5.700899959E-1,2.906382322E0,9.399306297E0
1.482432780E2,5.063810945E-1,2.898007393E0,9.322437286E0
1.482630321E2,9.185447693E-1,2.635694027E0,9.092427254E0
1.482827911E2,1.433599830E0,2.608176708E0,8.490034103E0
1.483025736E2,1.761715651E0,2.707478762E0,7.603792191E0
1.483223277E2,1.598704576E0,2.767299414E0,7.037291527E0
1.483420460E2,1.198804140E0,2.602194548E0,7.127022266E0
1.483618352E2,9.723833203E-1,2.409273386E0,7.787142277E0
1.483815893E2,1.047757268E0,2.228316069E0,8.403892517E0
1.484013464E2,9.795617461E-1,2.418844700E0,8.957232475E0
1.484210816E2,7.184450030E-1,2.590230465E0,9.213563919E0
1.484408357E2,5.653043389E-1,2.713460922E0,9.080462456E0
1.484605834E2,4.082753658E-1,2.984148979E0,8.722436905E0
1.484806857E2,2.440679073E-1,3.150749207E0,8.627920151E0
1.485004398E2,3.364906907E-1,3.260818958E0,8.747561455E0
1.485198505E2,4.094717801E-1,3.294318676E0,8.904590607E0
1.485396064E2,3.424727321E-1,3.489632607E0,9.107980728E0
1.485593605E2,4.872384965E-1,3.432204962E0,9.242277145E0
1.485791403E2,2.416750938E-1,3.559024572E0,9.245866776E0
1.485988838E2,-2.647060156E-1,3.989134550E0,9.119047165E0
1.486186379E2,-7.319046259E-1,4.211966038E0,8.965607643E0
1.486384182E2,-1.485344648E0,4.375874519E0,9.044570923E0
1.486581458E2,-1.820638895E0,4.391427994E0,9.229117393E0
1.486778999E2,-1.502094388E0,4.314857483E0,9.637392044E0
1.486976440E2,-1.064806104E0,4.421637058E0,9.746564865E0
1.487174428E2,-9.966106415E-1,4.480261326E0,9.756135941E0
1.487371969E2,-1.643570065E0,4.942375183E0,1.008784103E1
1.487569219E2,-1.807478428E0,4.463511467E0,1.066032410E1
1.487767108E2,-1.751247048E0,4.115953922E0,1.091426182E1
1.487964650E2,-1.353739381E0,3.421437263E0,1.096211910E1
1.488165871E2,-9.738788009E-1,2.948256493E0,1.100429249E1
1.488359410E2,-7.414759398E-1,2.886043310E0,1.081496048E1
1.488556951E2,-1.211067319E0,3.129213810E0,1.012014389E1
1.488754475E2,-1.929811478E0,3.625126362E0,9.554840088E0
1.488951803E2,-1.889133453E0,3.647858143E0,9.257830620E0
1.489149343E2,-1.478166223E0,3.454936743E0,8.863912582E0
1.489347214E2,-6.756733060E-1,3.306282759E0,8.879466057E0
1.489544817E2,-1.558325738E-1,2.748156786E0,8.749954224E0
1.489742358E2,-3.631108403E-1,2.826222658E0,8.129614830E0
1.489939602E2,-6.242275834E-1,3.271586657E0,7.776374340E0
1.490137319E2,-9.822536707E-1,3.743571043E0,8.078168869E0
1.490334860E2,-3.224328458E-1,3.047558784E0,8.751151085E0
1.490532303E2,2.392822644E-3,2.780459881E0,9.352347374E0
1.490730017E2,-3.858426586E-2,2.827419043E0,9.515357971E0
1.490927558E2,-3.786641955E-1,3.045166016E0,9.481859207E0
1.491125000E2,-5.500500798E-1,3.246462107E0,9.373882294E0
1.491322518E2,-2.961117923E-1,3.352045536E0,9.103194237E0
1.491520059E2,-1.606182158E-1,3.681357622E0,9.006285667E0
1.491717459E2,-1.223330572E-1,3.934099436E0,9.131011009E0
1.491915230E2,-7.328019291E-2,4.022634029E0,9.245866776E0
1.492112770E2,6.221338734E-2,4.010669708E0,9.468698502E0
1.492310170E2,2.970091105E-1,3.916153431E0,9.493823051E0
1.492507822E2,3.747758567E-1,3.910171270E0,9.268598557E0
1.492705365E2,5.742774159E-2,4.277768612E0,9.039784431E0
1.492902953E2,3.460619748E-1,4.377070904E0,8.819346428E0
1.493100338E2,7.244270444E-1,4.135096550E0,8.486444473E0
1.493297881E2,4.286143482E-1,3.676572084E0,8.402695656E0
1.493495530E2,-5.772684515E-2,3.065505028E0,8.752346992E0
1.493693176E2,-3.702892959E-1,2.519343138E0,9.236295700E0
1.493890718E2,-8.709874153E-1,2.557927370E0,9.813564301E0
1.494088120E2,-1.034895778E0,2.770888567E0,1.036331463E1
1.494285746E2,-7.737790346E-1,2.794816732E0,1.046650505E1
1.494483289E2,1.112662554E-1,2.416451693E0,1.012134075E1
1.494680723E2,1.062114120E0,2.436790705E0,9.564411163E0
1.494878351E2,1.299302697E0,2.628515720E0,8.555836678E0
1.495075893E2,9.831510186E-1,2.892025232E0,7.924729347E0
1.495273385E2,7.698906660E-1,3.017648458E0,7.449155807E0
1.495470836E2,1.495514214E-1,3.378366470E0,7.311568737E0
1.495668379E2,-2.551347017E-1,3.718446493E0,7.440781116E0
1.495866252E2,2.392822644E-3,3.971188307E0,8.006085396E0
1.496067189E2,6.562315822E-1,4.046562195E0,8.702097893E0
1.496264732E2,1.154536963E0,4.083651066E0,9.297312737E0
1.496458789E2,1.259821177E0,4.158127785E0,9.495018959E0
1.496655876E2,1.098305583E0,4.308875561E0,9.538089752E0
1.496853419E2,6.921239495E-1,4.494618416E0,9.490233421E0
1.497051209E2,1.375873089E-1,4.760520458E0,9.576375008E0
1.497248731E2,1.507478207E-1,5.085047245E0,9.888937950E0
1.497446274E2,2.656033039E-1,5.142475128E0,9.875777245E0
1.497644134E2,2.754737139E-1,5.193920612E0,9.878170013E0
1.497841293E2,1.555334777E-1,5.237290382E0,9.689137459E0
1.498038835E2,1.411765367E-1,5.333003521E0,9.655637741E0
1.498236237E2,1.914258115E-2,5.336592674E0,9.377471924E0
1.498434061E2,-7.654041648E-1,5.673083305E0,9.131011009E0
1.498631604E2,-1.144068360E0,5.779862881E0,8.755936623E0
